Cycle,Voltage_V,Current_A,Temperature_C,Capacity_Ah,Time_s,SOH_pct
516,4.122,1.524,27.32,1.81,4261.3,88.28
517,4.121,1.46,26.53,1.807,4488.1,88.13
518,4.112,1.521,28.61,1.792,4242.7,87.39
519,4.125,1.564,27.67,1.802,4093.8,87.9
520,4.116,1.389,27.8,1.808,4692.6,88.2
521,4.122,1.525,27.58,1.784,4203.1,87.0
522,4.123,1.375,27.24,1.805,4724.0,88.07
523,4.128,1.452,27.52,1.793,4438.7,87.46
524,4.115,1.581,26.82,1.805,4124.7,88.04
525,4.106,1.471,28.76,1.791,4406.2,87.37
526,4.122,1.441,27.01,1.78,4452.6,86.85
527,4.13,1.49,27.12,1.782,4297.9,86.92
528,4.127,1.603,27.42,1.798,4036.6,87.72
529,4.122,1.408,28.29,1.8,4601.2,87.8
530,4.118,1.447,27.66,1.788,4430.9,87.22
531,4.124,1.575,27.04,1.803,4133.1,87.95
532,4.115,1.593,28.29,1.78,4031.3,86.81
533,4.122,1.495,28.03,1.795,4354.3,87.57
534,4.122,1.438,27.94,1.783,4489.8,87.0
535,4.125,1.605,28.03,1.789,3998.8,87.25
536,4.133,1.58,28.88,1.795,4107.7,87.58
537,4.121,1.534,28.78,1.786,4172.2,87.12
538,4.117,1.459,27.35,1.79,4430.1,87.33
539,4.119,1.498,28.51,1.804,4325.9,87.99
540,4.11,1.492,27.89,1.788,4292.9,87.2
541,4.115,1.517,27.95,1.801,4281.8,87.87
542,4.117,1.573,26.86,1.781,4024.6,86.9
543,4.116,1.544,27.63,1.798,4156.4,87.69
544,4.119,1.446,27.31,1.806,4493.2,88.12
545,4.114,1.569,28.14,1.767,4056.1,86.19
546,4.124,1.516,28.27,1.783,4228.3,86.99
547,4.118,1.534,26.7,1.797,4183.9,87.64
548,4.118,1.573,27.73,1.789,4076.0,87.24
549,4.116,1.444,28.31,1.794,4478.8,87.51
550,4.118,1.498,27.66,1.784,4297.8,87.01
551,4.121,1.473,28.12,1.79,4374.0,87.33
552,4.113,1.422,27.94,1.788,4549.9,87.2
553,4.114,1.517,27.94,1.8,4279.6,87.83
554,4.115,1.626,27.63,1.791,3951.3,87.36
555,4.11,1.408,27.17,1.791,4574.8,87.39
556,4.113,1.498,27.22,1.784,4257.2,87.0
557,4.114,1.532,28.14,1.782,4186.3,86.95
558,4.121,1.506,27.8,1.783,4283.2,86.96
559,4.117,1.494,27.73,1.791,4327.4,87.35
560,4.117,1.435,27.59,1.782,4498.7,86.93
561,4.12,1.512,27.65,1.789,4254.1,87.26
562,4.115,1.462,28.33,1.806,4474.3,88.11
563,4.118,1.391,27.65,1.794,4640.7,87.51
564,4.115,1.56,27.15,1.782,4141.6,86.91
565,4.117,1.548,28.2,1.797,4177.8,87.64
566,4.112,1.503,27.73,1.78,4279.1,86.83
567,4.103,1.511,27.85,1.763,4229.7,86.02
568,4.114,1.554,28.64,1.773,4105.2,86.51
569,4.122,1.511,27.83,1.764,4207.6,86.07
570,4.119,1.545,27.99,1.779,4171.1,86.79
571,4.119,1.485,27.27,1.783,4318.5,86.96
572,4.12,1.566,27.75,1.799,4110.0,87.75
573,4.114,1.516,28.17,1.785,4281.6,87.07
574,4.115,1.51,27.09,1.779,4233.3,86.79
575,4.111,1.436,27.98,1.789,4487.5,87.29
576,4.112,1.514,27.93,1.759,4203.8,85.79
577,4.117,1.458,27.91,1.783,4388.4,86.96
578,4.119,1.468,28.41,1.788,4363.7,87.21
579,4.112,1.459,28.06,1.765,4359.2,86.09
580,4.111,1.447,28.64,1.791,4420.4,87.35
581,4.113,1.606,27.41,1.782,3989.0,86.95
582,4.116,1.567,27.98,1.774,4082.7,86.56
583,4.105,1.596,27.96,1.785,4020.0,87.06
584,4.101,1.439,27.39,1.801,4474.4,87.84
585,4.109,1.504,28.4,1.779,4292.4,86.8
586,4.106,1.435,29.09,1.78,4466.0,86.82
587,4.109,1.465,27.93,1.772,4383.2,86.46
588,4.111,1.454,28.19,1.768,4372.2,86.25
589,4.109,1.562,27.99,1.785,4095.4,87.05
590,4.119,1.48,27.59,1.767,4303.8,86.21
591,4.113,1.553,27.04,1.776,4112.2,86.65
592,4.113,1.53,27.61,1.77,4141.7,86.36
593,4.114,1.615,27.27,1.78,3996.0,86.81
594,4.105,1.426,28.82,1.778,4475.8,86.73
595,4.116,1.563,27.92,1.785,4073.7,87.05
596,4.11,1.557,27.81,1.769,4115.4,86.28
597,4.114,1.451,28.43,1.771,4382.4,86.38
598,4.105,1.55,27.43,1.763,4082.6,86.02
599,4.102,1.517,27.61,1.768,4161.9,86.26
600,4.114,1.489,28.03,1.776,4330.5,86.65
601,4.112,1.459,28.52,1.78,4366.2,86.82
602,4.105,1.464,28.26,1.763,4335.4,85.98
603,4.105,1.602,28.14,1.78,4017.5,86.84
604,4.115,1.5,28.06,1.785,4291.7,87.06
605,4.103,1.539,28.23,1.775,4150.5,86.58
606,4.117,1.46,28.13,1.789,4376.5,87.28
607,4.104,1.461,27.52,1.762,4326.5,85.97
608,4.112,1.554,28.06,1.757,4074.7,85.73
609,4.107,1.433,27.51,1.752,4386.4,85.45
610,4.112,1.479,28.09,1.784,4346.1,87.03
611,4.106,1.502,27.81,1.775,4269.7,86.6
612,4.107,1.506,29.33,1.768,4246.6,86.24
613,4.108,1.491,28.05,1.771,4251.3,86.39
614,4.103,1.52,27.37,1.757,4204.8,85.69
615,4.111,1.535,28.01,1.792,4219.0,87.41
616,4.105,1.537,28.34,1.768,4142.8,86.27
617,4.106,1.451,28.92,1.768,4409.0,86.24
618,4.102,1.486,27.8,1.774,4345.0,86.52
619,4.094,1.56,27.3,1.771,4058.8,86.39
620,4.106,1.545,28.51,1.768,4116.0,86.25
621,4.119,1.431,27.41,1.758,4373.0,85.74
622,4.111,1.518,27.89,1.77,4202.4,86.34
623,4.106,1.401,27.99,1.784,4590.3,87.01
624,4.105,1.502,28.09,1.778,4259.7,86.73
625,4.106,1.595,28.47,1.78,4005.0,86.84
626,4.109,1.453,27.79,1.759,4317.7,85.79
627,4.1,1.458,28.0,1.754,4336.6,85.54
628,4.111,1.538,28.13,1.762,4152.7,85.95
629,4.109,1.423,28.22,1.763,4449.9,86.02
630,4.109,1.468,28.2,1.773,4356.9,86.51
631,4.108,1.53,28.37,1.745,4075.7,85.14
632,4.105,1.468,28.58,1.777,4366.5,86.69
633,4.108,1.488,28.36,1.76,4249.6,85.85
634,4.108,1.537,28.4,1.757,4099.4,85.71
635,4.103,1.521,27.38,1.751,4128.5,85.4
636,4.102,1.513,28.21,1.744,4140.9,85.07
637,4.105,1.483,28.42,1.768,4300.6,86.27
638,4.112,1.519,28.55,1.761,4147.9,85.89
639,4.098,1.494,27.85,1.747,4201.5,85.21
640,4.097,1.523,27.87,1.746,4127.4,85.19
641,4.105,1.475,27.92,1.756,4262.4,85.64
642,4.104,1.491,28.48,1.775,4322.8,86.6
643,4.104,1.451,28.73,1.756,4340.4,85.64
644,4.105,1.498,28.02,1.743,4174.6,85.02
645,4.102,1.459,28.68,1.755,4310.0,85.62
646,4.111,1.444,28.29,1.755,4409.5,85.59
647,4.095,1.513,28.17,1.73,4127.7,84.39
648,4.099,1.511,28.13,1.756,4166.4,85.67
649,4.102,1.539,28.62,1.754,4124.8,85.56
650,4.094,1.478,28.41,1.763,4297.0,86.0
651,4.101,1.52,29.39,1.774,4206.1,86.55
652,4.111,1.528,27.83,1.767,4156.7,86.18
653,4.102,1.522,28.52,1.752,4129.3,85.48
654,4.103,1.459,28.01,1.744,4310.1,85.06
655,4.095,1.507,27.84,1.78,4240.4,86.84
656,4.099,1.518,28.27,1.755,4197.2,85.6
657,4.1,1.5,28.35,1.754,4183.1,85.56
658,4.1,1.396,29.75,1.753,4553.1,85.52
659,4.108,1.508,28.2,1.755,4187.7,85.62
660,4.104,1.611,27.73,1.751,3920.7,85.44
661,4.095,1.482,28.44,1.747,4259.9,85.21
662,4.102,1.464,27.27,1.747,4283.9,85.21
663,4.103,1.519,28.27,1.752,4169.4,85.44
664,4.106,1.516,28.33,1.746,4093.4,85.18
665,4.108,1.56,28.72,1.744,4011.5,85.08
666,4.095,1.437,28.82,1.752,4370.4,85.46
667,4.096,1.537,28.08,1.748,4070.5,85.27
668,4.094,1.53,28.26,1.765,4150.8,86.12
669,4.098,1.493,27.96,1.724,4163.8,84.07
670,4.102,1.517,27.79,1.761,4192.4,85.88
671,4.104,1.551,28.51,1.762,4093.0,85.94
672,4.099,1.544,27.72,1.728,4017.5,84.31
673,4.097,1.443,28.16,1.745,4362.1,85.14
674,4.1,1.541,27.87,1.745,4078.4,85.11
675,4.095,1.497,28.65,1.734,4189.4,84.59
676,4.109,1.504,29.28,1.74,4181.5,84.88
677,4.09,1.504,27.73,1.736,4157.8,84.7
678,4.099,1.492,27.46,1.765,4238.7,86.08
679,4.108,1.56,28.33,1.756,4040.9,85.67
680,4.098,1.496,28.41,1.759,4223.1,85.82
681,4.097,1.444,28.51,1.753,4365.2,85.54
682,4.096,1.48,28.19,1.735,4223.9,84.62
683,4.097,1.509,28.31,1.74,4166.5,84.9
684,4.104,1.561,28.6,1.75,4034.2,85.38
685,4.086,1.53,28.95,1.733,4077.1,84.53
686,4.105,1.457,27.45,1.752,4329.9,85.46
687,4.09,1.624,28.25,1.742,3850.6,84.98
688,4.095,1.513,28.55,1.74,4121.8,84.89
689,4.095,1.564,27.99,1.751,3995.7,85.41
690,4.099,1.492,29.32,1.748,4202.4,85.26
691,4.088,1.527,28.14,1.74,4111.5,84.86
692,4.099,1.542,28.44,1.754,4082.0,85.58
693,4.106,1.561,28.74,1.732,3989.2,84.47
694,4.089,1.553,28.17,1.748,4062.6,85.29
695,4.097,1.544,27.55,1.748,4086.8,85.26
696,4.092,1.484,28.27,1.739,4195.2,84.81
697,4.098,1.471,29.0,1.745,4288.3,85.1
698,4.095,1.517,28.32,1.729,4125.5,84.32
699,4.092,1.547,28.07,1.75,4050.6,85.36
700,4.097,1.489,28.96,1.739,4187.3,84.81
701,4.104,1.553,28.34,1.735,4044.7,84.63
702,4.094,1.573,28.25,1.75,4003.7,85.38
703,4.098,1.454,28.59,1.732,4244.5,84.51
704,4.088,1.458,28.91,1.725,4231.1,84.15
705,4.089,1.493,29.72,1.723,4150.4,84.06
706,4.096,1.515,28.94,1.745,4121.4,85.1
707,4.101,1.474,29.11,1.725,4206.5,84.17
708,4.096,1.568,28.29,1.756,4032.2,85.63
709,4.092,1.521,28.03,1.717,4092.2,83.75
710,4.093,1.502,28.58,1.754,4199.0,85.58
711,4.087,1.428,28.61,1.739,4405.3,84.84
712,4.096,1.434,28.02,1.736,4385.6,84.67
713,4.097,1.514,28.48,1.731,4144.5,84.44
714,4.091,1.393,28.77,1.74,4501.6,84.89
715,4.09,1.551,28.76,1.735,3989.9,84.66
716,4.094,1.492,28.83,1.747,4223.2,85.2
717,4.09,1.662,28.73,1.736,3781.8,84.7
718,4.092,1.615,28.34,1.736,3868.2,84.71
719,4.103,1.491,28.34,1.731,4214.6,84.44
720,4.091,1.495,28.0,1.734,4193.1,84.57
721,4.09,1.55,29.5,1.737,4046.6,84.74
722,4.088,1.585,28.62,1.717,3920.4,83.74
723,4.095,1.418,28.5,1.72,4373.0,83.9
724,4.09,1.411,28.16,1.741,4392.1,84.91
725,4.088,1.469,30.09,1.735,4241.1,84.61
726,4.098,1.529,28.09,1.731,4098.5,84.43
727,4.098,1.525,28.42,1.732,4074.0,84.51
728,4.088,1.553,28.85,1.735,4017.2,84.66
729,4.081,1.44,28.95,1.726,4294.7,84.21
730,4.096,1.384,29.13,1.724,4518.4,84.08
731,4.087,1.543,29.56,1.733,4077.3,84.54
732,4.094,1.459,28.91,1.721,4230.0,83.95
733,4.08,1.399,28.14,1.735,4466.2,84.61
734,4.094,1.507,28.54,1.713,4078.2,83.57
735,4.084,1.54,28.83,1.74,4081.2,84.89
736,4.093,1.494,29.71,1.734,4189.6,84.6
737,4.09,1.477,27.99,1.732,4237.1,84.48
738,4.085,1.492,29.29,1.739,4202.1,84.82
739,4.087,1.481,28.78,1.745,4300.0,85.14
740,4.092,1.433,29.12,1.739,4348.3,84.81
741,4.089,1.464,28.65,1.71,4169.3,83.4
742,4.092,1.526,28.29,1.715,4037.9,83.66
743,4.098,1.516,29.09,1.721,4055.9,83.97
744,4.081,1.508,29.05,1.728,4093.1,84.27
745,4.096,1.45,29.21,1.732,4279.7,84.49
746,4.089,1.491,28.72,1.719,4133.3,83.87
747,4.083,1.391,28.44,1.728,4453.3,84.3
748,4.081,1.509,27.96,1.719,4110.5,83.83
749,4.087,1.571,29.15,1.72,3929.5,83.89
750,4.092,1.426,28.96,1.711,4316.1,83.48
751,4.087,1.471,28.27,1.716,4218.3,83.71
752,4.095,1.516,28.49,1.711,4047.5,83.48
753,4.08,1.563,28.53,1.715,3945.4,83.65
754,4.087,1.478,28.03,1.735,4234.2,84.63
755,4.08,1.465,28.37,1.715,4173.3,83.64
756,4.088,1.402,28.21,1.75,4447.5,85.37
757,4.091,1.505,28.58,1.728,4140.9,84.31
758,4.084,1.602,28.42,1.725,3886.1,84.15
759,4.073,1.514,27.98,1.714,4118.0,83.63
760,4.087,1.499,29.81,1.73,4157.3,84.37
761,4.088,1.516,29.43,1.717,4092.4,83.74
762,4.088,1.499,28.42,1.723,4133.4,84.06
763,4.092,1.459,28.95,1.747,4316.4,85.24
764,4.08,1.541,29.03,1.721,4052.3,83.93
765,4.089,1.511,29.42,1.733,4084.9,84.52
766,4.091,1.501,28.42,1.714,4119.1,83.6
767,4.076,1.451,29.38,1.72,4310.1,83.92
768,4.086,1.565,28.57,1.738,4003.2,84.78
769,4.082,1.533,28.18,1.714,4056.9,83.6
770,4.084,1.472,29.21,1.738,4236.6,84.77
771,4.086,1.55,29.5,1.727,4009.2,84.22
772,4.082,1.475,30.15,1.714,4182.6,83.59
773,4.081,1.461,28.27,1.725,4207.0,84.16
774,4.084,1.462,29.22,1.728,4232.4,84.31
775,4.078,1.411,28.67,1.725,4376.7,84.12
776,4.078,1.524,29.27,1.702,4038.9,83.04
777,4.087,1.408,28.15,1.71,4389.5,83.44
778,4.078,1.439,28.26,1.715,4298.2,83.66
779,4.086,1.396,28.51,1.716,4442.2,83.73
780,4.085,1.496,28.94,1.723,4144.1,84.05
781,4.074,1.492,28.58,1.718,4169.0,83.83
782,4.079,1.484,29.24,1.703,4132.4,83.07
783,4.089,1.448,29.43,1.72,4277.5,83.9
784,4.077,1.441,29.22,1.722,4295.3,84.0
785,4.08,1.523,29.73,1.721,4081.4,83.96
786,4.084,1.472,29.14,1.726,4211.5,84.2
787,4.086,1.516,28.33,1.723,4112.3,84.06
788,4.081,1.456,29.62,1.719,4229.1,83.87
789,4.079,1.509,28.64,1.714,4066.2,83.59
790,4.089,1.565,29.41,1.698,3918.1,82.81
791,4.09,1.529,29.74,1.718,4042.7,83.81
792,4.086,1.479,29.19,1.716,4165.8,83.69
793,4.081,1.513,28.22,1.716,4101.2,83.71
794,4.077,1.488,28.51,1.7,4101.4,82.94
795,4.077,1.5,29.64,1.702,4079.5,83.02
796,4.083,1.484,28.9,1.723,4208.5,84.05
797,4.083,1.492,29.02,1.712,4161.7,83.5
798,4.087,1.511,29.37,1.719,4127.4,83.84
799,4.083,1.45,29.34,1.712,4243.6,83.51
800,4.072,1.449,29.14,1.712,4276.5,83.49
801,4.085,1.431,28.9,1.72,4310.5,83.92
802,4.075,1.42,28.85,1.706,4306.0,83.2
803,4.078,1.439,29.44,1.711,4234.2,83.49
804,4.081,1.508,29.3,1.706,4105.3,83.2
805,4.089,1.455,28.9,1.706,4201.8,83.2
806,4.095,1.526,29.57,1.707,4024.3,83.25
807,4.082,1.502,28.97,1.712,4085.0,83.49
808,4.078,1.402,28.61,1.704,4391.6,83.14
809,4.081,1.533,28.67,1.721,4035.6,83.97
810,4.083,1.541,28.56,1.7,3945.7,82.91
811,4.077,1.45,28.92,1.706,4244.6,83.24
812,4.087,1.521,29.68,1.704,4003.6,83.1
813,4.079,1.457,28.66,1.722,4238.1,84.01
814,4.08,1.505,29.16,1.709,4047.3,83.39
815,4.081,1.437,28.75,1.718,4275.0,83.78
816,4.08,1.41,28.95,1.692,4322.8,82.54
817,4.082,1.481,28.33,1.709,4116.2,83.38
818,4.074,1.494,28.98,1.715,4104.2,83.67
819,4.074,1.48,29.0,1.707,4151.7,83.27
820,4.071,1.441,29.37,1.717,4278.1,83.73
821,4.079,1.48,29.22,1.7,4176.0,82.95
822,4.081,1.513,28.51,1.719,4126.6,83.87
823,4.079,1.498,29.66,1.728,4136.2,84.29
824,4.085,1.509,29.23,1.701,4069.2,82.98
825,4.076,1.466,29.22,1.7,4188.3,82.93
826,4.079,1.559,29.13,1.719,3958.1,83.84
827,4.07,1.441,28.88,1.72,4266.0,83.89
828,4.074,1.524,29.25,1.698,4010.9,82.85
829,4.079,1.559,29.38,1.699,3920.1,82.89
830,4.08,1.524,28.28,1.7,4007.7,82.94
831,4.074,1.49,28.89,1.689,4091.1,82.41
832,4.075,1.474,29.03,1.693,4122.1,82.61
833,4.067,1.552,29.29,1.692,3903.0,82.55
834,4.073,1.429,29.77,1.694,4271.3,82.65
835,4.079,1.451,28.79,1.701,4227.8,83.0
836,4.077,1.48,28.93,1.704,4120.8,83.12
837,4.077,1.562,28.93,1.717,3975.6,83.75
838,4.075,1.519,28.79,1.691,3972.4,82.49
839,4.074,1.452,29.02,1.711,4230.8,83.44
840,4.071,1.484,29.59,1.698,4113.5,82.85
841,4.077,1.469,28.68,1.7,4151.9,82.91
842,4.076,1.465,29.42,1.707,4184.1,83.25
843,4.076,1.549,28.36,1.688,3961.7,82.36
844,4.071,1.431,28.94,1.703,4266.7,83.09
845,4.062,1.58,29.06,1.701,3923.1,82.97
846,4.079,1.541,30.07,1.704,3988.1,83.11
847,4.071,1.555,29.1,1.702,3942.3,83.0
848,4.068,1.477,28.14,1.723,4209.4,84.05
849,4.076,1.493,28.25,1.692,4131.2,82.52
850,4.071,1.428,29.27,1.693,4246.0,82.56
851,4.078,1.474,29.56,1.691,4109.1,82.51
852,4.075,1.525,29.45,1.692,3979.4,82.53
853,4.075,1.565,29.35,1.691,3890.3,82.47
854,4.065,1.445,29.85,1.709,4223.5,83.35
855,4.078,1.482,29.01,1.711,4156.9,83.45
856,4.073,1.492,29.73,1.691,4111.8,82.47
857,4.07,1.43,28.47,1.688,4251.2,82.33
858,4.072,1.53,28.84,1.7,3996.4,82.95
859,4.062,1.464,28.39,1.69,4143.9,82.44
860,4.073,1.49,29.16,1.702,4128.5,83.0
861,4.066,1.477,29.28,1.697,4118.6,82.78
862,4.064,1.461,29.37,1.68,4176.8,81.93
863,4.063,1.5,29.35,1.71,4143.5,83.41
864,4.076,1.489,28.86,1.712,4144.1,83.52
865,4.067,1.481,29.23,1.688,4101.4,82.33
866,4.078,1.464,28.58,1.69,4177.1,82.43
867,4.067,1.516,30.02,1.696,4050.1,82.75
868,4.061,1.583,29.19,1.697,3842.8,82.76
869,4.064,1.507,29.1,1.699,4049.3,82.9
870,4.076,1.55,30.14,1.713,3952.1,83.55
871,4.069,1.43,28.73,1.691,4262.9,82.47
872,4.066,1.508,28.8,1.684,4034.2,82.15
873,4.07,1.445,28.82,1.678,4153.3,81.86
874,4.071,1.426,29.34,1.684,4242.6,82.16
875,4.074,1.463,29.59,1.691,4134.1,82.49
876,4.076,1.56,29.75,1.709,3927.0,83.37
877,4.067,1.548,30.67,1.686,3932.5,82.23
878,4.062,1.512,28.27,1.693,4015.5,82.58
879,4.066,1.423,29.7,1.69,4268.8,82.45
880,4.069,1.49,29.12,1.702,4079.1,83.02
881,4.063,1.515,29.11,1.715,4079.0,83.66
882,4.063,1.509,29.1,1.684,4017.9,82.16
883,4.069,1.408,28.96,1.684,4292.8,82.17
884,4.067,1.455,30.26,1.7,4199.8,82.9
885,4.067,1.497,29.85,1.696,4081.8,82.71
886,4.063,1.527,29.44,1.707,4008.6,83.27
887,4.066,1.39,30.11,1.694,4357.6,82.64
888,4.062,1.492,28.68,1.684,4100.8,82.17
889,4.071,1.507,28.78,1.694,4033.0,82.62
890,4.072,1.542,28.36,1.699,3962.5,82.86
891,4.057,1.535,29.11,1.696,3997.6,82.71
892,4.062,1.529,29.54,1.692,4054.3,82.54
893,4.059,1.46,29.52,1.697,4160.6,82.8
894,4.063,1.405,29.54,1.698,4361.6,82.84
895,4.065,1.48,28.77,1.7,4120.3,82.93
896,4.058,1.55,29.88,1.693,3920.1,82.56
897,4.061,1.57,29.6,1.684,3848.1,82.15
898,4.06,1.536,29.86,1.687,3932.6,82.29
899,4.066,1.521,28.55,1.697,4015.4,82.8
900,4.065,1.519,29.66,1.677,3944.7,81.8
901,4.061,1.472,28.91,1.688,4147.8,82.36
902,4.066,1.493,29.31,1.681,4052.1,81.98
903,4.062,1.583,29.78,1.685,3838.4,82.17
904,4.063,1.453,29.57,1.697,4195.2,82.77
905,4.073,1.581,29.1,1.686,3831.7,82.23
906,4.071,1.484,29.53,1.684,4091.2,82.15
907,4.057,1.566,28.77,1.67,3814.4,81.45
908,4.068,1.43,30.12,1.691,4249.7,82.46
909,4.068,1.529,29.44,1.689,3959.4,82.4
910,4.058,1.463,30.11,1.704,4175.2,83.13
911,4.067,1.429,29.29,1.679,4187.5,81.91
912,4.071,1.511,29.3,1.684,4039.8,82.16
913,4.057,1.55,29.18,1.684,3897.0,82.16
914,4.058,1.458,30.01,1.697,4214.9,82.8
915,4.068,1.425,29.22,1.68,4266.4,81.97
916,4.064,1.495,29.9,1.684,4028.0,82.14
917,4.065,1.496,29.39,1.687,4038.6,82.29
918,4.064,1.527,28.6,1.682,4016.6,82.07
919,4.064,1.547,29.31,1.676,3933.7,81.75
920,4.055,1.497,29.01,1.682,4044.3,82.05
921,4.067,1.593,29.62,1.691,3826.2,82.47
922,4.068,1.511,29.01,1.669,3964.1,81.43
923,4.06,1.483,30.08,1.681,4089.4,81.98
924,4.061,1.419,29.57,1.672,4226.5,81.57
925,4.054,1.487,29.54,1.691,4053.2,82.48
926,4.064,1.483,29.96,1.663,4011.0,81.14
927,4.064,1.548,30.12,1.673,3890.6,81.6
928,4.06,1.523,29.63,1.682,3952.7,82.04
929,4.066,1.441,29.26,1.694,4229.5,82.61
930,4.059,1.509,28.76,1.677,3980.3,81.8
931,4.063,1.534,29.31,1.672,3909.0,81.55
932,4.055,1.576,29.35,1.696,3890.1,82.73
933,4.06,1.544,29.72,1.662,3880.2,81.09
934,4.059,1.538,29.5,1.655,3872.8,80.72
935,4.061,1.503,30.02,1.681,4043.5,81.99
936,4.058,1.519,29.37,1.671,3969.2,81.52
937,4.059,1.562,29.66,1.666,3866.9,81.26
938,4.063,1.433,30.28,1.683,4217.3,82.09
939,4.057,1.483,29.87,1.678,4065.9,81.85
940,4.051,1.461,29.67,1.67,4086.9,81.44
941,4.068,1.519,29.4,1.662,3930.9,81.08
942,4.066,1.562,29.39,1.683,3900.5,82.12
943,4.052,1.47,29.29,1.681,4142.4,82.0
944,4.062,1.38,29.45,1.673,4382.8,81.62
945,4.056,1.479,30.1,1.693,4082.7,82.56
946,4.059,1.546,29.62,1.663,3895.2,81.13
947,4.059,1.527,29.06,1.658,3873.1,80.89
948,4.057,1.521,30.62,1.666,3961.0,81.29
949,4.054,1.486,29.9,1.673,4044.8,81.59
950,4.054,1.436,29.05,1.675,4213.8,81.72
951,4.053,1.526,29.53,1.67,3914.1,81.47
952,4.053,1.458,29.82,1.676,4160.6,81.75
953,4.057,1.609,30.62,1.66,3683.5,80.96
954,4.053,1.529,29.22,1.686,3958.3,82.26
955,4.06,1.471,30.26,1.671,4069.2,81.5
956,4.064,1.469,30.48,1.683,4087.2,82.08
957,4.054,1.495,29.47,1.675,4033.5,81.69
958,4.057,1.488,29.65,1.676,4089.7,81.73
959,4.059,1.556,29.28,1.676,3932.3,81.78
960,4.058,1.509,29.7,1.675,3997.0,81.71
961,4.056,1.463,29.79,1.677,4146.9,81.79
962,4.059,1.595,30.14,1.683,3805.1,82.11
963,4.058,1.502,30.36,1.672,4015.6,81.55
964,4.049,1.538,29.45,1.677,3916.5,81.79
965,4.06,1.47,28.84,1.668,4090.9,81.39
966,4.06,1.518,29.82,1.683,4002.8,82.12
967,4.051,1.516,29.98,1.662,3936.5,81.08
968,4.055,1.406,29.96,1.687,4318.4,82.27
969,4.058,1.601,29.68,1.668,3750.0,81.36
970,4.053,1.565,29.91,1.654,3822.0,80.67
971,4.06,1.48,30.61,1.669,4038.5,81.42
972,4.066,1.445,30.05,1.661,4137.1,81.02
973,4.05,1.517,29.68,1.676,4014.2,81.75
974,4.047,1.504,29.62,1.661,3997.4,81.01
975,4.055,1.518,29.79,1.663,3970.3,81.1
976,4.057,1.51,30.7,1.648,3930.2,80.38
977,4.052,1.525,29.79,1.662,3929.0,81.07
978,4.061,1.572,29.88,1.642,3779.6,80.1
979,4.046,1.528,29.65,1.65,3918.1,80.5
980,4.056,1.448,30.45,1.673,4122.8,81.63
981,4.05,1.568,30.88,1.673,3815.5,81.63
982,4.061,1.582,30.14,1.67,3825.5,81.44
983,4.063,1.658,29.96,1.655,3589.8,80.75
984,4.049,1.444,29.94,1.664,4136.6,81.19
985,4.05,1.512,28.73,1.665,3937.9,81.2
986,4.056,1.396,30.3,1.653,4251.6,80.63
987,4.05,1.528,30.0,1.679,3929.2,81.91
988,4.052,1.473,30.15,1.673,4131.1,81.6
989,4.052,1.596,29.59,1.662,3747.0,81.05
990,4.042,1.461,29.76,1.664,4097.8,81.16
991,4.051,1.416,29.75,1.665,4247.1,81.24
992,4.048,1.476,30.47,1.643,4024.5,80.13
993,4.049,1.401,29.78,1.66,4284.7,80.99
994,4.058,1.538,31.01,1.656,3898.3,80.77
995,4.044,1.397,30.19,1.652,4246.2,80.6
996,4.055,1.501,29.34,1.659,3972.7,80.94
997,4.049,1.396,29.92,1.68,4347.2,81.95
998,4.049,1.484,29.66,1.668,4036.1,81.37
999,4.054,1.582,28.9,1.656,3767.3,80.77
1000,4.052,1.518,30.8,1.667,3961.2,81.32
1001,4.053,1.457,30.36,1.675,4154.9,81.71
1002,4.055,1.498,30.28,1.67,3976.7,81.47
1003,4.048,1.501,30.1,1.661,3998.7,81.03
1004,4.046,1.524,29.33,1.654,3903.1,80.68
1005,4.044,1.432,29.78,1.667,4206.2,81.32
1006,4.045,1.53,30.45,1.664,3931.4,81.16
1007,4.064,1.365,29.51,1.669,4433.6,81.4
1008,4.055,1.469,28.77,1.666,4110.7,81.26
1009,4.042,1.476,29.93,1.67,4100.5,81.45
1010,4.042,1.532,29.98,1.654,3915.6,80.67
1011,4.051,1.501,30.12,1.672,4015.5,81.56
1012,4.051,1.43,30.42,1.661,4181.8,81.0
1013,4.051,1.451,30.38,1.679,4184.0,81.91
1014,4.047,1.51,30.2,1.651,3951.5,80.55
1015,4.047,1.496,30.67,1.675,4025.0,81.72
1016,4.049,1.471,29.32,1.66,4069.6,80.96
1017,4.048,1.476,30.34,1.651,4026.0,80.53
1018,4.036,1.535,30.4,1.652,3858.7,80.6
1019,4.046,1.474,29.48,1.654,4064.6,80.67
1020,4.043,1.496,29.35,1.661,3999.3,81.02
1021,4.048,1.608,29.73,1.662,3760.2,81.06
1022,4.062,1.429,29.78,1.651,4126.3,80.52
1023,4.048,1.407,30.49,1.656,4224.4,80.77
1024,4.045,1.539,29.81,1.677,3923.7,81.82
1025,4.051,1.466,29.7,1.673,4130.7,81.61
1026,4.049,1.484,29.82,1.66,4034.2,80.97
1027,4.048,1.461,30.69,1.656,4085.9,80.76
1028,4.049,1.487,30.15,1.656,3987.1,80.79
1029,4.056,1.58,30.06,1.661,3761.4,81.02
1030,4.04,1.54,30.09,1.644,3850.1,80.21
